title,series,author,genres,pages,publishDate,publishYear,rating,likedPercent,price
Fuel the Fire,Calloway Sisters,Krista Ritchie,"['New Adult', 'Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'Family', 'Humor', 'Audiobook', 'Mental Health', 'Chick Lit']",462,April 2nd 2015,2015,4.47,98.0,17.97
Welfare Wifeys,Hood Rat,K'wan,"['Urban', 'African American']",352,September 28th 2010,2010,4.47,96.0,3.13
Raelia,The Medoran Chronicles,Lynette Noni,"['Fantasy', 'Young Adult', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'Romance', 'Adventure', 'Boarding School', 'Science Fiction Fantasy', 'Love']",454,April 1st 2016,2016,4.47,98.0,16.21
The Heart's Invisible Furies,standalone,John Boyne,"['Historical Fiction', 'Fiction', 'LGBT', 'Ireland', 'Historical', 'Literary Fiction', 'Audiobook', 'Contemporary', 'Irish Literature', 'Adult Fiction']",582,August 22nd 2017,2017,4.47,97.0,6.52
A Hood Chick's Story,standalone,Lashonda Devaughn,['Urban'],300,November 1st 2007,2007,4.47,96.0,8.43
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",standalone,Bessel A. van der Kolk,"['Psychology', 'Nonfiction', 'Self Help', 'Mental Health', 'Health', 'Science', 'Social Work', 'Counselling', 'Audiobook', 'Medicine']",443,September 25th 2014,2014,4.47,96.0,19.77
Sweep: The Story of a Girl and Her Monster,standalone,Jonathan Auxier,"['Middle Grade', 'Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Childrens', 'Young Adult', 'Juvenile', 'Magical Realism', 'Historical Fantasy']",368,September 25th 2018,2018,4.47,99.0,7.52
"The Twig Trilogy (Edge Chronicles #4-6): Includes Beyond the Deepwoods, Stormchaser & Midnight Over Sanctaphrax",The Edge Chronicles: The Twig Saga,Paul Stewart,"['Fantasy', 'Fiction', 'Adventure', 'Childrens', 'Young Adult', 'Steampunk', 'Science Fiction', 'High Fantasy']",1008,October 2nd 2007,2007,4.47,98.0,3.44
Malcolm X: The Last Speeches,standalone,Malcolm X,"['History', 'Nonfiction', 'African American', 'Race', 'Politics', 'Biography', 'Islam', 'Essays', 'Anti Racist', 'Activism']",190,January 1st 1989,1989,4.47,97.0,3.21
Another Forgotten Child,standalone,Cathy Glass,"['Nonfiction', 'Memoir', 'Abuse', 'Fostering', 'Biography Memoir', 'Biography', 'True Crime', 'True Story', 'Adult', 'Psychology']",304,September 2012,2012,4.47,98.0,3.59
The Coldest Winter Ever,standalone,Sister Souljah,"['Fiction', 'African American', 'Urban', 'Young Adult', 'Adult', 'Adult Fiction', 'Contemporary', 'Classics', 'Novels', 'Realistic Fiction']",430,February 1st 2006,2006,4.47,96.0,15.42
Tattoos on the Heart: The Power of Boundless Compassion,standalone,Gregory Boyle,"['Nonfiction', 'Memoir', 'Faith', 'Religion', 'Christian', 'Spirituality', 'Audiobook', 'Biography', 'Christianity', 'Social Justice']",240,March 9th 2010,2010,4.47,98.0,20.78
Open Secret: Versions of Rumi,standalone,Rumi,"['Poetry', 'Spirituality', 'Religion', 'Classics']",96,September 21st 1999,1999,4.47,96.0,6.29
The Complete Short Novels,standalone,Anton Chekhov,"['Fiction', 'Classics', 'Russia', 'Short Stories', 'Russian Literature', 'Literature', 'Literary Fiction', 'Novels', '19th Century', 'Novella']",548,August 18th 2005,2005,4.47,98.0,15.25
"Nausicaä of the Valley of the Wind, Vol. 1",Nausicaä of the Valley of the Wind,Hayao Miyazaki,"['Manga', 'Comics', 'Graphic Novels', 'Fantasy', 'Science Fiction', 'Fiction', 'Graphic Novels Comics', 'Japan', 'Adventure', 'Young Adult']",130,March 10th 2004,2004,4.47,98.0,8.43
Cold Days,The Dresden Files,Jim Butcher,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Magic', 'Audiobook', 'Supernatural', 'Science Fiction Fantasy', 'Vampires']",515,November 27th 2012,2012,4.47,98.0,3.72
The Midnight Cafe,"Anita Blake, Vampire Hunter",Laurell K. Hamilton,"['Vampires', 'Urban Fantasy', 'Paranormal', 'Fiction', 'Fantasy', 'Horror', 'Paranormal Romance', 'Romance', 'Supernatural', 'Werewolves']",825,January 1st 1997,1997,4.47,98.0,4.61
Mother Was a Tragic Girl,standalone,Sandra Simonds,['Poetry'],72,March 1st 2012,2012,4.47,98.0,32.79
Fish & Chips,Cut & Run,Abigail Roux,"['M M Romance', 'Romance', 'Mystery', 'Contemporary', 'Crime', 'LGBT', 'Suspense', 'Gay', 'Thriller', 'Adult']",280,December 6th 2010,2010,4.47,98.0,50.00
Thunderhead,Arc of a Scythe,Neal Shusterman,"['Young Adult', 'Fantasy', 'Dystopia', 'Science Fiction', 'Fiction', 'Audiobook', 'Young Adult Fantasy', 'Teen', 'Romance', 'Adventure']",504,January 9th 2018,2018,4.47,99.0,10.45
Shameless Hoodwives,Bentley Manor,Meesha Mink,"['Urban', 'Fiction']",352,August 5th 2008,2008,4.47,97.0,4.33
"Natsume's Book of Friends, Vol. 10",Natsume's Book of Friends,Yuki Midorikawa,"['Manga', 'Fantasy', 'Shojo', 'Supernatural', 'Comics', 'Graphic Novels', 'Young Adult', 'Paranormal', 'Magic', 'Drama']",192,December 6th 2011,2011,4.47,99.0,1.77
Evicted: Poverty and Profit in the American City,standalone,Matthew Desmond,"['Nonfiction', 'Sociology', 'Politics', 'Social Justice', 'History', 'Economics', 'Audiobook', 'Poverty', 'Social Issues', 'Race']",418,March 1st 2016,2016,4.47,98.0,7.89
The Best of Pokémon Adventures: Red,The Best of Pokémon Adventures,Hidenori Kusaka,"['Manga', 'Fiction', 'Comics', 'Fantasy', 'Graphic Novels', 'Science Fiction Fantasy', 'Video Games', 'Comics Manga', 'Comic Book', 'Childrens']",203,October 6th 2006,2006,4.47,95.0,3.49
Caprice and Rondo,The House of Niccolò,Dorothy Dunnett,"['Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Scotland', 'Adventure', 'Literature', 'Adult', 'France', 'Poland']",576,July 27th 1999,1999,4.47,98.0,8.77
Mortal Coil,Skulduggery Pleasant,Derek Landy,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Magic', 'Fiction', 'Mystery', 'Adventure', 'Horror', 'Paranormal', 'Humor']",604,September 2nd 2010,2010,4.47,99.0,2.76
The Encyclopedia of Fantastic Victoriana,standalone,Jess Nevins,"['Fantasy', 'Reference', 'Steampunk', 'Science Fiction', 'Victorian', 'Books About Books', 'Alternate History', 'Mystery', 'Fiction']",1009,November 1st 2005,2005,4.47,98.0,152.54
Drug Related,Mike Black,Roy Glenn,['Urban'],296,April 5th 2005,2005,4.47,98.0,6.07
A Man on the Moon,standalone,Andrew Chaikin,"['History', 'Nonfiction', 'Space', 'Science', 'Audiobook', 'Biography', 'American History', 'Astronomy', 'Historical', 'Adventure']",688,April 28th 1998,1998,4.47,98.0,9.72
"Fruits Basket, Vol. 14",Fruits Basket,Natsuki Takaya,"['Manga', 'Fantasy', 'Romance', 'Graphic Novels', 'Young Adult', 'Shojo', 'Fiction', 'Comics', 'Comics Manga', 'Anime']",202,August 8th 2006,2006,4.47,98.0,15.51
Avatar Volume 2: The Last Airbender,Avatar: The Last Airbender Books,Michael Dante DiMartino,"['Graphic Novels', 'Manga', 'Fantasy', 'Comics', 'Young Adult', 'Childrens', 'Comic Book', 'Graphic Novels Comics', 'Anime', 'Juvenile']",85,August 8th 2006,2006,4.47,97.0,5.37
Cemetery Boys,standalone,Aiden Thomas,"['Fantasy', 'Young Adult', 'LGBT', 'Romance', 'Paranormal', 'Queer', 'Fiction', 'Contemporary', 'Young Adult Fantasy', 'Urban Fantasy']",352,September 1st 2020,2020,4.47,98.0,12.63
"Invincible: Ultimate Collection, Vol. 11",Invincible Ultimate Collection,Robert Kirkman,"['Graphic Novels', 'Comics', 'Superheroes', 'Comic Book', 'Science Fiction', 'Graphic Novels Comics', 'Fantasy']",304,May 17th 2017,2017,4.47,99.0,24.87
The Crucible of Doubt: Reflections On the Quest for Faith,standalone,Terryl L. Givens,"['Religion', 'Nonfiction', 'Lds', 'Church', 'Spirituality', 'Mormonism', 'Faith', 'Philosophy', 'Theology', 'Christian']",168,October 13th 2014,2014,4.47,97.0,4.10
Madeline Finn and the Library Dog,Madeline Finn,Lisa Papp,"['Picture Books', 'Dogs', 'Childrens', 'Animals', 'Fiction', 'School', 'Books About Books', 'Storytime', 'Realistic Fiction', 'Growth Mindset']",32,October 1st 2016,2016,4.47,99.0,15.55
Death Around the Corner,standalone,C-Murder,['Fiction'],320,January 1st 2007,2007,4.47,95.0,133.89
"Sherlock Holmes: The Complete Novels and Stories, Volume I",Sherlock Holmes,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Literature', 'Historical Fiction', 'Mystery Thriller', 'British Literature']",1059,August 26th 1986,1986,4.47,98.0,3.58
The Crimson Crown,Seven Realms,Cinda Williams Chima,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'High Fantasy', 'Young Adult Fantasy', 'Fiction', 'Adventure', 'Epic Fantasy', 'Science Fiction Fantasy']",598,October 23rd 2012,2012,4.47,98.0,4.88
Unoffendable: How Just One Change Can Make All of Life Better,standalone,Brant Hansen,"['Nonfiction', 'Christian', 'Christian Living', 'Self Help', 'Faith', 'Christianity', 'Religion', 'Christian Non Fiction', 'Audiobook', 'Personal Development']",198,April 14th 2015,2015,4.47,98.0,10.75
The Man Born to Be King: A Play-Cycle on the Life of Our Lord and Saviour Jesus Christ,standalone,Dorothy L. Sayers,"['Classics', 'Plays', 'Christian', 'Drama', 'Fiction', 'Christianity', 'Faith', 'Literature', 'Theology', 'Religion']",337,October 1st 1990,1990,4.47,98.0,22.64
Beauty for Ashes: Receiving Emotional Healing,standalone,Joyce Meyer,"['Christian', 'Self Help', 'Nonfiction', 'Spirituality', 'Inspirational', 'Faith', 'Christian Living', 'Christian Non Fiction', 'Religion', 'Christianity']",272,November 1st 2003,2003,4.47,97.0,2.20
Darkest Powers Trilogy,Darkest Powers,Kelley Armstrong,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Supernatural', 'Magic', 'Paranormal Romance', 'Werewolves', 'Fiction']",832,November 2nd 2010,2010,4.47,97.0,12.72
The Rebel Mages,The Black Witch Chronicles,Laurie Forest,"['Fantasy', 'Young Adult', 'Romance', 'Witches', 'Paranormal', 'Magic', 'Fiction', 'Novella', 'Young Adult Fantasy', 'High Fantasy']",570,March 26th 2019,2019,4.47,98.0,8.27
The Erevis Cale Trilogy,Forgotten Realms,Paul S. Kemp,"['Fantasy', 'Forgotten Realms', 'Dungeons and Dragons', 'Science Fiction Fantasy', 'Fiction']",768,June 1st 2010,2010,4.47,98.0,17.17
Educated,standalone,Tara Westover,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Biography Memoir', 'Autobiography', 'Book Club', 'Adult', 'Education', 'Religion']",334,February 20th 2018,2018,4.47,98.0,5.42
Sleeping with the Enemy,standalone,Wahida Clark,"['Urban', 'African American', 'Drama']",304,August 1st 2008,2008,4.47,96.0,16.56
Share Your Smile: Raina's Guide to Telling Your Own Story,standalone,Raina Telgemeier,"['Graphic Novels', 'Nonfiction', 'Middle Grade', 'Comics', 'Writing', 'Childrens', 'Art', 'School', 'Education', 'Memoir']",144,April 30th 2019,2019,4.47,95.0,4.85
Lifeboats: A Tale of the Young Wizards,Young Wizards,Diane Duane,"['Fantasy', 'Young Adult', 'Science Fiction', 'Fiction', 'Urban Fantasy', 'Young Adult Fantasy', 'Paranormal', 'Magic', 'Romance', 'Aliens']",358,October 2015,2015,4.47,98.0,19.18
"The Dark Tower Series: The Gunslinger, the Drawing of the Three, the Waste Lands",The Dark Tower,Stephen King,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Thriller', 'Science Fiction Fantasy', 'Novels', 'Epic Fantasy', 'Dystopia', 'Childrens']",1008,November 1st 1997,1997,4.47,96.0,18.25
The Forgotten Warrior,Warriors: Omen of the Stars,Erin Hunter,"['Fantasy', 'Animals', 'Middle Grade', 'Fiction', 'Childrens', 'Cats', 'Young Adult', 'Adventure', 'Animal Fiction', 'Young Readers']",368,November 22nd 2011,2011,4.47,98.0,3.50
The Supernatural Ways of Royalty: Discovering Your Rights and Privileges of Being a Son or Daughter of God,standalone,Kris Vallotton,"['Christian', 'Faith', 'Nonfiction', 'Spirituality', 'Prayer', 'Christian Living', 'Christianity', 'Religion', 'Christian Non Fiction', 'Supernatural']",232,March 17th 2008,2008,4.47,97.0,4.50
The Master's Tools Will Never Dismantle the Master's House,standalone,Audre Lorde,"['Nonfiction', 'Feminism', 'Essays', 'Race', 'Politics', 'Anti Racist', 'LGBT', 'Classics', 'Poetry', 'Social Justice']",64,February 22nd 2018,2018,4.47,98.0,3.69
Black Moon Inn,"Anita Blake, Vampire Hunter",Laurell K. Hamilton,"['Urban Fantasy', 'Vampires', 'Fantasy', 'Paranormal', 'Horror', 'Fiction', 'Paranormal Romance', 'Werewolves', 'Romance', 'Supernatural']",613,January 1st 1998,1998,4.47,97.0,5.31
The Fantastic Flying Books of Mr. Morris Lessmore,standalone,William Joyce,"['Picture Books', 'Fantasy', 'Childrens', 'Books About Books', 'Fiction', 'Adventure', 'Juvenile', 'Art', 'Storytime', 'Graphic Novels']",52,June 19th 2012,2012,4.47,96.0,6.30
Amphigorey Too,Amphigorey,Edward Gorey,"['Art', 'Humor', 'Comics', 'Fiction', 'Graphic Novels', 'Poetry', 'Short Stories', 'Gothic', 'Horror', 'Graphic Novels Comics']",256,May 8th 1980,1980,4.47,98.0,8.46
Worlds' End,The Sandman,Neil Gaiman,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book', 'Mythology', 'Urban Fantasy', 'Science Fiction Fantasy']",160,July 16th 1999,1999,4.47,99.0,16.72
Section 8,Hood Rat,K'wan,"['Urban', 'Fiction']",368,September 29th 2009,2009,4.47,95.0,12.73
Y: The Last Man - The Deluxe Edition Book Five,Y: The Last Man,Brian K. Vaughan,"['Graphic Novels', 'Comics', 'Science Fiction', 'Fiction', 'Graphic Novels Comics', 'Dystopia', 'Post Apocalyptic', 'Comic Book', 'Adventure', 'Adult']",328,May 3rd 2011,2011,4.47,98.0,14.83
Desert Wisdom: Sayings from the Desert Fathers,standalone,Yushi Nomura,"['Spirituality', 'Religion', 'Theology', 'Christian', 'Nonfiction', 'Christianity']",224,March 29th 2001,2001,4.47,99.0,4.86
The Mountain's Morning Song,standalone,William Graney,"['Book Club', 'Drama', 'Novels', 'Contemporary', 'Fiction']",346,January 16th 2019,2019,4.47,100.0,17.06
The Gruffalo,Gruffalo,Julia Donaldson,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Fantasy', 'Poetry', 'Monsters', 'Storytime', 'Classics', 'Humor']",32,August 1st 1999,1999,4.47,97.0,0.85
"Black Butler, Vol. 19",黒執事 [Kuroshitsuji],Yana Toboso,"['Manga', 'Fantasy', 'Historical Fiction', 'Supernatural', 'Graphic Novels', 'Comics', 'Paranormal', 'Young Adult', 'Mystery', 'Historical']",176,January 20th 2015,2015,4.47,98.0,11.38
Mipoesias: December 2008,standalone,Didi Menendez,['Poetry'],104,November 24th 2008,2008,4.47,92.0,24.02
"Fruits Basket, Vol. 19",Fruits Basket,Natsuki Takaya,"['Manga', 'Fantasy', 'Romance', 'Graphic Novels', 'Young Adult', 'Shojo', 'Fiction', 'Anime', 'Comics', 'Comics Manga']",198,March 18th 2008,2008,4.47,98.0,30.05
Not Left Behind: Rescuing the Pets of New Orleans,standalone,Best Friends Animal Society,"['Nonfiction', 'Animals', 'Dogs', 'Historical']",95,September 1st 2006,2006,4.46,100.0,3.13
Hamilton: The Revolution,standalone,Lin-Manuel Miranda,"['Nonfiction', 'History', 'Plays', 'Audiobook', 'Music', 'Historical', 'Theatre', 'Biography', 'Adult', 'Drama']",285,April 12th 2016,2016,4.46,96.0,11.16
Unintended Consequences,standalone,John Ross,"['Fiction', 'Politics', 'American History', 'Realistic Fiction', 'Novels']",863,January 1st 1996,1996,4.46,96.0,38.34
The Book of Isaiah,Bible,Anonymous,"['Religion', 'Nonfiction', 'Christian', 'Christianity', 'Spirituality', 'Scripture', 'Biblical', 'Literature', 'Classics', 'Judaism']",208,1999,1999,4.46,96.0,1.40
Stolen Legacy: Greek Philosophy is Stolen Egyptian Philosophy,standalone,George G.M. James,"['History', 'Nonfiction', 'Philosophy', 'Race', 'Africa', 'Egypt', 'Classics', 'Egyptology']",190,June 1993,1993,4.46,96.0,3.65
Time to Get Serious: Daily Devotions to Keep You Close to God,standalone,Tony Evans,"['Christian', 'Nonfiction', 'Christian Living', 'Faith']",349,September 5th 2007,2007,4.46,100.0,13.76
Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),standalone,Harold Abelson,"['Programming', 'Computer Science', 'Technology', 'Nonfiction', 'Software', 'Technical', 'Computers', 'Science', 'Textbooks', 'Coding']",657,July 25th 1996,1996,4.46,96.0,41.32
Scales of Gold,The House of Niccolò,Dorothy Dunnett,"['Historical Fiction', 'Historical', 'Fiction', 'Adventure', 'Romance', 'Africa', 'Literature', 'Scotland', 'Historical Romance', 'Novels']",544,June 1st 1999,1999,4.46,98.0,5.48
Wrecking Ball,Diary of a Wimpy Kid,Jeff Kinney,"['Humor', 'Middle Grade', 'Fiction', 'Childrens', 'Graphic Novels', 'Realistic Fiction', 'Comics', 'Diary', 'Young Adult', 'Juvenile']",224,November 5th 2019,2019,4.46,96.0,8.99
"Fruits Basket, Vol. 10",Fruits Basket,Natsuki Takaya,"['Manga', 'Fantasy', 'Romance', 'Graphic Novels', 'Young Adult', 'Shojo', 'Fiction', 'Comics', 'Anime', 'Comics Manga']",196,July 12th 2005,2005,4.46,98.0,4.71
The Hole of Tank Girl,Tank Girl,Alan C. Martin,"['Graphic Novels', 'Comics', 'Comics Manga', 'Fiction', 'Comic Book']",384,September 18th 2012,2012,4.46,94.0,60.31
"Avatar: The Last Airbender: The Search, Part 3",Avatar: The Last Airbender Comics,Gene Luen Yang,"['Graphic Novels', 'Comics', 'Fantasy', 'Young Adult', 'Manga', 'Fiction', 'Adventure', 'Graphic Novels Comics', 'Middle Grade', 'Childrens']",76,October 30th 2013,2013,4.46,98.0,4.58
The Walk of the Spirit - The Walk of Power : The Vital Role of Praying in Tongues,standalone,Dave Roberson,"['Christian', 'Prayer', 'Spirituality', 'Faith']",408,January 1st 1999,1999,4.46,95.0,17.84
The Wake of the Wind,standalone,J. California Cooper,"['Fiction', 'African American', 'Historical Fiction', 'Drama', 'African American Literature', 'Book Club', 'Historical']",384,December 28th 1999,1999,4.46,97.0,6.96
"Fruits Basket, Vol. 15",Fruits Basket,Natsuki Takaya,"['Manga', 'Fantasy', 'Romance', 'Graphic Novels', 'Young Adult', 'Shojo', 'Fiction', 'Comics', 'Comics Manga', 'Anime']",196,December 12th 2006,2006,4.46,97.0,4.92
Harold Larwood,standalone,Duncan Hamilton,"['Nonfiction', 'Biography', 'Sports']",387,July 26th 2016,2016,4.46,99.0,2.92
Moral Letters to Lucilius Volume 1,standalone,Seneca,"['Philosophy', 'Classics', 'Nonfiction', 'Essays', 'History', 'Ancient History', 'Self Help', 'Education', 'Psychology']",185,March 17th 2014,2014,4.46,98.0,15.32
Prisoner B-3087,standalone,Alan Gratz,"['Historical Fiction', 'Young Adult', 'Holocaust', 'Historical', 'Fiction', 'Middle Grade', 'War', 'World War II', 'Survival', 'Teen']",272,March 1st 2013,2013,4.46,98.0,9.30
The Bait Of Satan: Living Free from the Deadly Trap of Offense,standalone,John Bevere,"['Christian', 'Nonfiction', 'Christian Living', 'Spirituality', 'Christianity', 'Christian Non Fiction', 'Faith', 'Religion', 'Self Help', 'Theology']",255,May 24th 2004,2004,4.46,97.0,3.90
The Black Flamingo,standalone,Dean Atta,"['Poetry', 'Young Adult', 'LGBT', 'Contemporary', 'Queer', 'Audiobook', 'Fiction', 'Young Adult Contemporary', 'Coming Of Age', 'Realistic Fiction']",360,August 8th 2019,2019,4.46,99.0,12.06
The Book of Negroes,standalone,Lawrence Hill,"['Historical Fiction', 'Fiction', 'Canada', 'Historical', 'Africa', 'African American', 'Adult Fiction', 'Book Club', 'Adult', 'Literature']",512,January 12th 2015,2015,4.46,98.0,6.05
Holding on to Chaos,Blue Moon,Lucy Score,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Fiction', 'Chick Lit', 'Adult', 'Police']",460,September 26th 2017,2017,4.46,98.0,23.53
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street,The Cairo Trilogy,Naguib Mahfouz,"['Fiction', 'Historical Fiction', 'Classics', 'Egypt', 'Africa', 'Literature', 'Novels', 'Nobel Prize', 'Historical', '20th Century']",1313,October 16th 2001,2001,4.46,98.0,17.08
The Best of Pokémon Adventures: Yellow,The Best of Pokémon Adventures,Hidenori Kusaka,"['Manga', 'Fantasy', 'Childrens', 'Fiction', 'Comics', 'Graphic Novels', 'Science Fiction Fantasy', 'Comics Manga', 'Graphic Novels Manga']",194,December 19th 2006,2006,4.46,96.0,3.47
The Message Remix (Bible in Contemporary Language),standalone,Eugene H. Peterson,"['Christian', 'Religion', 'Reference', 'Nonfiction', 'Christianity', 'Spirituality', 'Theology', 'Faith', 'Christian Living', 'Christian Non Fiction']",2272,July 1st 2008,2008,4.46,95.0,1.20
